R,G,B,TextColor
52,58,22,white
46,248,189,black
18,114,17,white
229,71,229,black
9,235,158,black
18,136,2,white
192,194,157,black
201,249,144,black
202,127,109,black
196,234,213,black
170,121,6,black
178,236,165,black
63,14,110,white
102,167,47,black
117,230,126,black
214,75,157,black
117,38,163,white
254,0,150,black
19,47,214,white
71,152,215,black
199,40,32,white
179,246,68,black
125,92,82,white
31,26,221,white
19,146,81,black
128,93,226,white
150,141,199,black
126,227,243,black
14,230,100,black
81,94,149,white
155,96,250,black
184,171,95,black
111,187,153,black
137,155,73,black
127,225,207,black
203,131,189,black
11,248,71,black
76,246,73,black
99,76,105,white
135,139,233,black
151,242,190,black
221,54,32,black
173,158,144,black
123,87,233,white
229,153,201,black
40,242,93,black
46,127,46,white
138,200,192,black
37,38,72,white
233,178,78,black
228,28,15,white
250,66,61,black
132,105,251,black
114,212,97,black
12,23,198,white
130,65,231,white
2,74,7,white
186,133,238,black
190,243,10,black
219,81,197,black
248,59,191,black
246,27,243,black
11,254,231,black
14,76,94,white
206,219,82,black
9,12,133,white
99,214,48,black
13,155,108,black
47,214,116,black
125,129,181,black
205,220,110,black
68,0,62,white
208,5,188,white
97,154,63,black
125,89,162,white
93,189,8,black
20,181,193,black
181,29,146,white
72,107,13,white
205,66,0,white
197,13,40,white
202,49,194,black
230,52,130,black
179,237,45,black
230,124,42,black
206,76,167,black
100,252,43,black
32,83,86,white
3,40,245,white
130,182,203,black
25,17,140,white
36,121,125,white
75,245,73,black
177,27,38,white
169,141,249,black
185,216,248,black
160,138,44,black
65,26,101,white
248,53,46,black
46,172,23,black
29,139,129,black
187,69,176,black
40,75,249,white
205,2,45,white
172,82,180,black
165,77,5,white
192,115,251,black
71,51,228,white
105,228,119,black
86,241,55,black
89,190,125,black
146,118,227,black
230,249,80,black
43,246,248,black
165,136,33,black
48,2,56,white
221,146,109,black
49,214,152,black
106,72,76,white
183,184,132,black
238,30,60,black
11,215,51,black
4,34,199,white
242,190,47,black
18,230,171,black
49,215,51,black
135,120,120,black
213,32,93,white
143,112,42,white
95,233,16,black
200,237,245,black
195,110,44,black
39,51,149,white
34,111,24,white
105,170,5,black
133,145,241,black
96,29,189,white
245,3,120,black
247,43,134,black
203,175,224,black
205,107,165,black
137,55,251,white
79,237,21,black
101,194,110,black
248,221,179,black
64,150,37,black
120,44,96,white
208,180,151,black
192,11,214,white
73,128,74,white
153,190,49,black
220,119,164,black
93,62,49,white
25,235,184,black
161,191,168,black
181,129,107,black
111,210,22,black
233,42,157,black
143,38,234,white
18,56,130,white
117,98,185,white
53,86,240,white
209,207,255,black
25,119,64,white
202,227,55,black
10,214,115,black
151,5,67,white
44,199,18,black
194,164,150,black
23,162,98,black
133,101,123,white
34,51,180,white
173,187,51,black
251,169,82,black
206,73,134,black
160,181,181,black
233,195,199,black
157,180,226,black
19,60,218,white
32,231,51,black
191,22,91,white
85,191,129,black
164,23,202,white
160,214,40,black
175,143,179,black
229,62,4,black
140,197,238,black
190,203,65,black
247,58,111,black
214,207,45,black
196,125,172,black
180,234,26,black
248,198,8,black
228,219,172,black
177,8,218,white
182,17,49,white
35,83,115,white
175,38,39,white
177,201,77,black
227,202,199,black
245,44,76,black
222,71,149,black
52,53,147,white
196,204,95,black
234,9,72,black
141,7,244,white
108,138,222,black
219,127,12,black
57,186,140,black
122,129,153,black
202,58,119,white
43,188,147,black
58,34,131,white
116,76,232,white
5,103,121,white
146,200,66,black
115,237,207,black
221,118,135,black
94,2,2,white
199,162,50,black
9,52,253,white
154,0,180,white
118,218,195,black
225,131,201,black
56,44,210,white
70,148,37,black
121,43,199,white
67,183,37,black
89,3,135,white
70,180,129,black
195,89,173,black
122,69,216,white
145,55,170,white
178,223,158,black
65,136,142,black
70,183,215,black
82,27,156,white
185,74,1,white
14,26,190,white
139,254,48,black
6,66,35,white
85,56,243,white
86,193,108,black
190,18,165,white
2,27,105,white
98,8,37,white
60,72,15,white
101,173,180,black
46,227,25,black
107,175,142,black
233,223,76,black
130,131,37,black
74,157,121,black
99,163,108,black
24,147,200,black
151,217,104,black
241,174,62,black
73,148,106,black
47,30,85,white
31,202,145,black
254,52,32,black
169,136,24,black
102,23,49,white
2,120,133,white
67,94,226,white
240,19,182,black
247,59,17,black
200,101,43,black
129,164,139,black
62,237,118,black
185,197,234,black
80,161,126,black
162,99,162,black
33,170,72,black
120,149,58,black
123,23,35,white
209,116,102,black
180,167,162,black
138,55,216,white
184,88,176,black
27,229,148,black
175,98,245,black
16,250,153,black
4,131,214,black
99,231,102,black
217,169,9,black
216,206,249,black
60,130,179,black
4,165,58,black
159,206,78,black
129,187,223,black
29,150,113,black
125,22,234,white
40,26,83,white
107,178,142,black
33,233,234,black
28,91,161,white
110,170,189,black
202,27,107,white
231,3,132,black
104,41,37,white
182,116,245,black
32,211,221,black
79,38,55,white
95,175,11,black
247,243,23,black
246,97,112,black
176,218,39,black
115,83,214,white
70,229,201,black
235,252,253,black
130,140,124,black
188,63,18,white
228,104,165,black
48,109,233,white
156,223,177,black
197,65,65,white
140,116,33,black
79,251,214,black
83,251,47,black
103,226,203,black
27,131,179,black
130,84,8,white
184,176,35,black
142,83,128,white
217,95,37,black
201,7,80,white
138,113,140,black
204,240,100,black
162,207,111,black
212,212,212,black
161,28,196,white
28,255,65,black
77,151,221,black
234,202,55,black
160,120,105,black
190,210,61,black
208,254,135,black
166,214,104,black
240,241,150,black
199,245,174,black
43,160,19,black
97,34,139,white
209,223,186,black
240,214,197,black
170,153,54,black
212,0,17,white
155,30,195,white
106,17,114,white
181,246,10,black
165,195,163,black
233,170,60,black
135,101,107,white
201,4,86,white
109,173,155,black
17,165,26,black
164,35,13,white
138,3,95,white
166,64,233,white
215,71,233,black
27,100,124,white
252,195,149,black
81,15,170,white
72,190,24,black
95,1,73,white
107,201,96,black
208,236,189,black
56,173,103,black
27,55,128,white
230,44,26,black
243,137,248,black
110,247,232,black
8,243,198,black
112,131,95,black
162,31,246,white
168,35,249,white
77,62,29,white
24,125,153,white
20,82,111,white
170,172,189,black
238,181,230,black
140,12,12,white
233,162,79,black
2,86,194,white
206,93,28,black
117,240,220,black
72,78,245,white
216,127,164,black
51,165,10,black
85,21,182,white
244,149,247,black
77,101,103,white
75,74,44,white
22,48,234,white
170,136,187,black
185,148,60,black
5,240,245,black
180,190,230,black
162,108,36,black
168,152,69,black
124,145,214,black
177,64,218,black
46,161,204,black
181,162,111,black
170,0,18,white
103,205,9,black
10,77,59,white
42,37,230,white
184,198,49,black
2,239,18,black
1,29,32,white
249,125,188,black
112,163,77,black
166,228,192,black
148,41,167,white
252,8,16,black
135,112,35,white
52,182,246,black
145,216,3,black
109,84,227,white
108,136,21,black
201,37,92,white
162,55,140,white
20,125,195,black
78,143,26,black
63,95,113,white
56,111,238,black
121,46,100,white
19,183,25,black
199,96,49,black
226,215,218,black
255,239,4,black
37,74,98,white
191,53,95,white
70,197,26,black
248,247,110,black
218,146,50,black
104,62,40,white
80,85,104,white
212,144,145,black
6,92,125,white
67,185,106,black
218,121,58,black
141,86,132,white
189,202,58,black
118,108,142,white
147,248,118,black
56,1,77,white
118,89,228,white
141,245,238,black
175,30,65,white
147,136,49,black
156,126,113,black
122,213,177,black
144,189,151,black
236,127,102,black
244,27,220,black
186,104,117,black
198,129,235,black
252,55,37,black
65,195,29,black
63,84,248,white
129,199,129,black
145,91,42,white
158,234,206,black
150,3,68,white
166,235,118,black
17,183,151,black
146,215,194,black
191,65,114,white
90,232,13,black
158,114,221,black
122,23,8,white
37,202,118,black
200,127,184,black
127,158,204,black
104,119,2,white
173,252,109,black
62,109,39,white
121,251,14,black
80,139,206,black
202,152,135,black
120,195,144,black
115,203,70,black
77,239,46,black
186,148,142,black
7,235,190,black
28,60,60,white
252,211,65,black
135,142,249,black
222,202,78,black
171,65,255,black
36,53,14,white
189,82,144,black
15,130,208,black
250,34,89,black
177,255,37,black
239,242,45,black
211,244,77,black
231,250,111,black
255,12,5,black
239,29,61,black
20,173,215,black
252,211,143,black
51,225,250,black
153,181,68,black
55,34,203,white
124,233,20,black
242,41,150,black
81,70,137,white
143,171,104,black
65,123,7,white
103,36,154,white
198,200,139,black
203,72,74,white
108,122,155,black
188,22,205,white
58,23,142,white
154,136,118,black
39,154,175,black
152,59,70,white
68,164,179,black
212,4,131,white
235,203,42,black
68,211,99,black
177,222,152,black
187,145,147,black
190,229,51,black
71,149,140,black
8,149,198,black
239,84,127,black
80,132,62,black
61,227,129,black
102,52,155,white
167,164,167,black
226,114,108,black
235,234,165,black
55,186,233,black
97,240,171,black
187,13,203,white
63,191,122,black
185,74,130,white
14,105,112,white
157,67,181,white
32,179,221,black
99,235,90,black
124,242,179,black
165,36,243,white
1,144,126,black
218,201,90,black
66,99,217,white
50,230,230,black
160,123,230,black
70,102,10,white
59,130,50,white
221,59,117,black
76,109,190,white
145,128,135,black
184,31,13,white
24,51,15,white
10,53,120,white
71,26,190,white
216,31,59,white
209,154,252,black
109,247,115,black
253,38,33,black
84,205,232,black
34,247,37,black
33,127,110,white
35,143,255,black
208,221,95,black
123,181,35,black
42,116,113,white
153,247,29,black
199,95,67,black
170,133,137,black
164,137,51,black
29,248,142,black
154,133,37,black
19,186,244,black
182,154,139,black
242,102,102,black
58,241,183,black
41,188,171,black
187,178,40,black
175,254,144,black
221,58,91,black
211,162,116,black
80,1,188,white
113,226,40,black
150,202,58,black
94,172,153,black
142,62,35,white
177,247,229,black
237,220,117,black
127,107,110,white
84,9,86,white
130,132,244,black
253,176,189,black
230,189,106,black
237,39,136,black
19,224,115,black
255,179,254,black
8,210,193,black
230,158,27,black
149,96,192,black
170,81,12,white
36,14,172,white
193,95,166,black
16,86,165,white
213,151,213,black
120,143,226,black
24,179,104,black
35,92,176,white
255,208,181,black
14,187,8,black
214,219,238,black
142,33,170,white
75,91,209,white
42,231,215,black
204,5,107,white
208,247,75,black
175,141,18,black
166,251,96,black
164,138,246,black
241,169,185,black
176,125,46,black
119,61,132,white
194,35,76,white
197,171,235,black
48,139,193,black
194,63,210,black
195,225,42,black
44,79,77,white
187,250,8,black
223,3,163,black
216,56,144,black
33,124,188,black
61,228,23,black
203,73,241,black
142,29,126,white
204,235,26,black
230,197,242,black
64,179,222,black
124,41,80,white
246,176,153,black
185,206,29,black
191,192,132,black
99,188,252,black
137,156,7,black
198,154,246,black
68,53,189,white
139,136,132,black
122,100,113,white
152,102,111,white
84,196,14,black
165,99,77,white
244,243,22,black
115,12,70,white
59,119,26,white
23,100,160,white
201,189,195,black
213,246,58,black
241,30,251,black
4,191,140,black
2,175,255,black
211,90,239,black
208,106,183,black
123,163,188,black
211,73,96,black
66,211,148,black
18,83,168,white
47,174,250,black
112,130,46,black
192,26,183,white
176,30,42,white
196,197,239,black
226,67,223,black
69,89,248,white
210,85,236,black
20,111,225,white
33,253,59,black
103,86,227,white
245,100,193,black
48,176,78,black
181,91,156,black
174,136,101,black
173,58,206,white
213,68,160,black
60,182,111,black
132,205,166,black
38,71,239,white
143,54,252,white
143,64,60,white
32,74,126,white
173,130,133,black
246,35,97,black
195,118,63,black
210,176,136,black
9,42,177,white
188,87,190,black
231,93,163,black
255,215,238,black
201,120,221,black
202,193,95,black
24,125,46,white
178,196,82,black
226,27,241,black
7,28,108,white
248,169,13,black
121,76,88,white
8,140,208,black
220,156,253,black
198,155,144,black
29,29,252,white
180,10,148,white
128,221,139,black
93,154,187,black
206,207,80,black
140,77,70,white
75,129,19,white
197,198,158,black
241,177,179,black
180,116,208,black
131,137,173,black
219,245,238,black
145,97,140,white
76,42,171,white
158,147,194,black
145,14,56,white
197,175,143,black
121,202,38,black
251,199,249,black
124,175,9,black
194,112,148,black
83,139,204,black
147,58,111,white
203,201,107,black
15,85,115,white
106,17,29,white
0,23,115,white
72,107,121,white
125,120,249,black
141,190,23,black
62,107,104,white
212,248,237,black
31,224,124,black
247,108,172,black
174,117,146,black
241,143,244,black
11,236,249,black
88,23,144,white
61,62,7,white
164,209,123,black
131,52,145,white
143,37,196,white
151,26,221,white
179,179,14,black
94,87,106,white
173,142,160,black
51,128,55,white
176,85,245,black
177,159,131,black
41,153,253,black
172,187,252,black
20,113,195,white
254,247,243,black
208,30,193,black
205,41,120,white
171,195,244,black
19,251,81,black
168,37,35,white
231,188,64,black
84,70,131,white
55,200,248,black
122,72,96,white
119,165,58,black
135,234,142,black
207,16,151,white
125,198,178,black
16,152,243,black
233,27,229,black
18,37,100,white
214,62,73,black
70,55,95,white
187,252,9,black
23,204,123,black
138,62,43,white
137,69,154,white
30,197,61,black
163,143,61,black
5,183,166,black
211,186,144,black
71,34,149,white
51,106,87,white
247,189,222,black
13,180,211,black
34,64,134,white
92,14,179,white
132,129,53,black
153,160,207,black
121,90,85,white
249,67,150,black
153,62,201,white
255,251,101,black
34,144,19,black
16,229,185,black
206,7,149,white
113,95,237,white
129,82,67,white
164,217,198,black
160,74,25,white
194,86,188,black
223,186,69,black
154,33,157,white
208,167,153,black
11,170,123,black
8,60,89,white
14,64,83,white
91,0,191,white
100,31,68,white
245,82,50,black
16,130,153,black
255,51,70,black
108,222,10,black
150,46,229,white
89,220,200,black
243,154,160,black
248,83,246,black
89,234,8,black
210,125,207,black
208,144,6,black
94,10,87,white
11,85,42,white
229,91,74,black
183,166,54,black
165,242,117,black
153,60,156,white
141,17,224,white
111,13,166,white
40,202,97,black
110,49,37,white
95,63,36,white
138,92,231,black
121,225,242,black
158,186,155,black
24,92,136,white
42,148,201,black
135,32,29,white
29,232,136,black
21,77,30,white
37,237,54,black
84,104,179,white
107,228,39,black
150,171,62,black
169,134,1,black
72,71,90,white
200,200,38,black
131,36,133,white
217,220,201,black
227,138,55,black
163,249,243,black
209,194,201,black
17,27,233,white
180,195,76,black
214,239,67,black
78,104,215,white
78,235,116,black
192,174,60,black
9,30,164,white
93,216,97,black
169,228,162,black
24,67,186,white
219,65,38,black
38,178,211,black
144,131,114,black
36,129,137,white
71,223,137,black
253,250,58,black
220,160,50,black
16,204,73,black
208,222,162,black
39,87,227,white
19,28,52,white
20,159,76,black
109,147,19,black
198,25,233,black
248,81,231,black
53,86,91,white
147,6,234,white
208,169,30,black
113,14,189,white
6,152,109,black
78,176,237,black
133,54,27,white
236,1,65,black
49,143,254,black
252,129,220,black
132,191,97,black
143,148,114,black
40,54,36,white
138,139,218,black
28,182,247,black
174,168,237,black
123,152,71,black
0,32,153,white
173,237,240,black
150,39,108,white
43,207,186,black
235,55,54,black
1,195,9,black
196,86,25,black
210,157,122,black
119,191,29,black
143,173,249,black
126,180,18,black
226,71,35,black
137,9,216,white
79,13,3,white
147,138,163,black
35,3,94,white
144,121,100,black
241,25,38,black
152,129,113,black
224,28,117,black
54,180,89,black
141,159,33,black
183,181,47,black
73,242,220,black
188,151,36,black
213,175,63,black
198,27,34,white
104,72,188,white
110,152,233,black
52,229,1,black
148,244,164,black
56,35,119,white
19,127,71,white
178,149,28,black
227,155,148,black
39,186,255,black
25,84,48,white
34,245,127,black
209,132,75,black
126,147,112,black
147,110,147,black
84,194,89,black
51,35,46,white
61,20,153,white
191,81,9,white
254,21,80,black
105,168,10,black
236,121,81,black
193,88,243,black
209,58,145,black
58,135,11,black
66,149,3,black
86,97,38,white
22,221,56,black
121,101,115,white
96,39,30,white
110,75,236,white
111,166,229,black
132,75,240,white
253,99,74,black
198,239,160,black
62,159,101,black
213,240,219,black
255,224,107,black
225,190,241,black
55,2,127,white
71,25,79,white
134,100,18,white
255,103,152,black
234,224,127,black
78,57,213,white
116,217,62,black
197,187,107,black
178,87,70,white
220,8,138,white
75,250,86,black
251,0,112,black
185,57,135,white
116,6,105,white
178,159,164,black
186,65,160,white
241,162,221,black
255,176,240,black
180,123,31,black
37,222,149,black
168,34,203,white
197,168,15,black
9,74,41,white
227,116,108,black
44,29,187,white
40,49,89,white
213,0,94,white
89,34,232,white
242,242,9,black
161,151,19,black
32,223,66,black
207,194,240,black
198,30,43,white
192,14,51,white
118,98,105,white
202,229,149,black
250,231,31,black
123,225,49,black
120,158,235,black
216,184,244,black
25,92,255,white
152,178,49,black
254,147,91,black
93,193,52,black
107,150,208,black
64,229,227,black
75,152,215,black
49,248,19,black
165,144,58,black
64,240,176,black
123,101,202,white
71,64,129,white
51,40,202,white
40,99,52,white
133,242,111,black
44,37,117,white
158,82,126,white
204,241,233,black
198,185,228,black
59,16,92,white
62,137,94,black
47,169,170,black
60,70,35,white
154,66,55,white
160,26,153,white
118,22,189,white
74,43,196,white
223,182,172,black
154,222,149,black
103,192,242,black
194,167,130,black
116,140,255,black
177,198,251,black
162,204,57,black
213,76,237,black
0,27,76,white
40,157,158,black
46,123,182,black
142,238,156,black
17,64,210,white
158,182,109,black
130,12,155,white
10,194,163,black
17,38,34,white
180,65,0,white
29,227,197,black
133,226,105,black
221,184,144,black
137,239,55,black
212,78,176,black
199,153,133,black
114,113,146,white
144,231,59,black
217,126,232,black
30,29,205,white
193,117,168,black
167,83,90,white
17,135,146,black
174,126,12,black
141,164,196,black
100,132,188,black
53,115,144,white
213,24,176,black
83,39,195,white
55,184,112,black
174,201,189,black
106,80,194,white
174,109,109,black
217,5,35,white
200,95,217,black
215,198,244,black
160,71,154,white
14,109,222,white
102,160,173,black
148,204,247,black
144,66,220,white
7,122,222,black
9,219,249,black
182,179,172,black
54,82,240,white
102,172,244,black
19,101,192,white
65,82,47,white
49,76,19,white
234,231,189,black
43,204,32,black
180,236,26,black
242,166,189,black
231,233,48,black
221,28,199,black
154,24,80,white
99,39,119,white
38,72,48,white
164,192,182,black
198,38,133,white
243,34,32,black
160,214,250,black
25,214,236,black
148,208,34,black
104,232,202,black
142,187,250,black
156,206,190,black
5,105,90,white
151,105,210,black
60,19,96,white
55,46,95,white
21,61,215,white
80,156,28,black
58,157,220,black
205,24,114,white
105,219,9,black
203,56,74,white
142,141,235,black
164,60,141,white
182,59,69,white
121,128,46,black
159,18,219,white
40,46,7,white
163,14,63,white
247,6,144,black
41,161,49,black
108,239,144,black
152,206,233,black
172,134,182,black
79,90,96,white
209,137,177,black
202,234,117,black
46,167,77,black
97,41,205,white
230,30,225,black
83,91,61,white
196,159,212,black
74,21,38,white
222,112,114,black
139,180,36,black
148,117,193,black
209,242,102,black
67,212,233,black
160,110,84,black
201,203,57,black
96,211,90,black
92,193,139,black
121,50,233,white
18,109,134,white
224,20,152,black
81,99,152,white
158,190,175,black
117,149,128,black
56,203,99,black
159,220,58,black
86,44,247,white
185,132,33,black
52,7,148,white
224,176,157,black
16,9,201,white
39,107,219,white
251,93,163,black
204,52,183,black
224,133,151,black
28,158,71,black
73,208,89,black
92,177,81,black
82,86,98,white
224,168,227,black
137,90,211,white
189,223,124,black
119,56,185,white
165,247,89,black
197,181,131,black
215,181,102,black
180,209,6,black
2,95,146,white
237,165,246,black
196,15,211,white
158,20,46,white
140,52,56,white
181,102,175,black
232,63,67,black
52,76,78,white
253,172,145,black
36,93,158,white
255,223,205,black
27,128,204,black
237,161,161,black
3,21,8,white
129,68,208,white
160,85,181,white
175,151,11,black
39,204,36,black
220,37,121,black
228,207,201,black
104,249,72,black
205,207,198,black
68,14,170,white
10,55,111,white
142,75,42,white
249,249,18,black
171,60,119,white
251,95,63,black
20,21,95,white
229,163,21,black
154,51,251,white
2,67,25,white
215,197,63,black
109,145,63,black
240,179,129,black
114,141,89,black
243,181,76,black
212,227,200,black
103,57,56,white
243,246,37,black
125,37,189,white
231,28,224,black
120,90,2,white
91,60,142,white
152,227,56,black
211,109,6,black
193,112,0,black
89,95,106,white
129,92,100,white
166,137,51,black
177,161,157,black
231,199,187,black
239,105,119,black
84,22,57,white
242,50,172,black
15,254,110,black
239,164,90,black
17,3,6,white
22,235,197,black
4,103,41,white
190,218,39,black
4,51,166,white
184,208,20,black
223,54,60,black
242,60,50,black
237,157,198,black
214,74,33,black
140,40,251,white
135,218,32,black
36,93,105,white
144,15,50,white
33,229,134,black
146,251,249,black
252,181,237,black
220,89,146,black
54,248,16,black
52,69,130,white
140,214,11,black
179,125,191,black
30,93,27,white
16,160,188,black
31,35,120,white
55,102,197,white
67,143,31,black
206,28,103,white
81,214,17,black
108,199,209,black
239,251,229,black
111,137,160,black
192,53,123,white
38,220,126,black
17,182,162,black
210,241,127,black
223,101,204,black
26,85,158,white
41,110,100,white
136,73,16,white
233,119,104,black
53,175,219,black
233,27,188,black
27,123,184,white
18,55,17,white
178,211,228,black
0,68,213,white
175,27,153,white
128,88,72,white
245,198,161,black
50,36,240,white
247,45,141,black
81,77,91,white
90,118,124,white
186,74,153,white
253,3,225,black
23,172,77,black
81,141,244,black
33,199,214,black
188,47,183,white
186,236,45,black
38,125,194,black
80,11,33,white
32,251,181,black
26,137,24,black
129,27,24,white
76,110,59,white
238,234,173,black
77,38,48,white
210,31,163,white
200,182,160,black
173,138,31,black
167,88,12,white
144,88,56,white
155,78,207,white
2,95,252,white
54,55,219,white
98,16,207,white
169,223,50,black
100,191,99,black
193,75,132,black
230,72,145,black
7,1,238,white
205,191,159,black
23,34,125,white
96,23,255,white
125,28,200,white
200,189,139,black
58,98,146,white
23,29,37,white
55,255,108,black
111,206,240,black
165,73,105,white
196,217,70,black
124,65,20,white
205,19,55,white
93,43,223,white
48,24,208,white
115,115,198,black
246,243,65,black
77,242,201,black
161,62,39,white
102,1,29,white
15,123,88,white
219,221,250,black
15,126,213,black
250,118,150,black
221,187,10,black
140,179,154,black
22,203,9,black
148,208,58,black
62,1,237,white
201,18,229,black
209,235,144,black
173,63,180,white
182,222,60,black
99,176,240,black
192,81,198,black
202,176,198,black
54,5,130,white
212,23,50,white
44,182,100,black
116,190,99,black
205,160,205,black
232,179,10,black
106,33,184,white
48,172,20,black
253,68,206,black
146,128,107,black
78,199,40,black
55,8,129,white
29,169,21,black
203,202,72,black
74,254,242,black
187,160,46,black
114,35,63,white
237,39,77,black
175,23,4,white
148,151,224,black
155,227,243,black
71,198,153,black
143,121,154,black
200,205,47,black
167,122,237,black
75,187,110,black
95,244,49,black
215,172,68,black
41,142,119,black
156,131,49,black
94,74,19,white
251,137,115,black
230,45,204,black
191,128,217,black
154,11,70,white
141,30,113,white
46,179,159,black
161,222,123,black
133,163,87,black
180,198,212,black
115,68,59,white
51,209,236,black
80,42,162,white
186,163,228,black
22,52,208,white
136,41,219,white
73,223,8,black
194,10,18,white
77,63,25,white
50,15,143,white
223,0,46,white
4,152,6,black
124,141,0,black
156,20,8,white
115,250,195,black
49,86,185,white
44,95,89,white
120,136,211,black
114,53,1,white
255,101,192,black
226,2,45,white
137,151,23,black
176,243,153,black
240,125,112,black
32,182,63,black
249,31,172,black
177,80,171,black
87,195,152,black
41,38,55,white
49,80,222,white
227,185,190,black
142,178,88,black
93,78,106,white
215,193,136,black
63,91,4,white
105,175,217,black
192,89,210,black
107,76,192,white
55,134,220,black
2,209,126,black
11,217,70,black
170,26,186,white
162,91,127,white
210,22,166,white
76,103,154,white
32,16,99,white
108,162,151,black
159,169,99,black
234,27,157,black
167,231,219,black
184,90,16,white
197,238,117,black
58,122,184,black
33,127,88,white
210,31,194,black
19,135,56,white
175,82,40,white
135,32,178,white
137,68,11,white
4,36,3,white
68,210,204,black
208,194,51,black
113,92,71,white
64,114,242,black
175,197,195,black
109,154,247,black
31,146,27,black
154,161,198,black
98,78,8,white
2,108,243,white
23,254,163,black
217,252,65,black
81,27,247,white
84,80,110,white
95,38,57,white
40,141,181,black
97,127,235,black
222,119,201,black
219,2,109,white
113,253,81,black
21,153,110,black
239,78,72,black
237,96,175,black
246,63,179,black
103,153,242,black
97,5,145,white
174,97,148,black
77,8,12,white
254,243,178,black
217,51,81,white
104,38,42,white
119,100,60,white
152,194,20,black
77,224,198,black
58,96,208,white
3,215,66,black
145,169,74,black
194,212,2,black
162,61,19,white
42,211,211,black
170,117,158,black
254,234,204,black
65,182,147,black
142,154,161,black
12,145,147,black
114,39,148,white
230,251,16,black
172,57,25,white
125,49,170,white
220,190,251,black
227,10,16,white
198,216,104,black
108,179,95,black
116,100,247,black
82,107,6,white
17,20,1,white
212,241,20,black
156,15,23,white
165,180,77,black
70,172,48,black
243,183,57,black
66,236,202,black
193,109,5,black
56,178,199,black
190,144,210,black
31,64,222,white
85,0,110,white
2,146,109,black
224,44,62,black
37,167,32,black
227,169,253,black
114,19,42,white
160,231,63,black
4,83,60,white
189,157,179,black
169,225,250,black
100,1,216,white
114,124,148,black
12,71,253,white
3,57,70,white
121,180,114,black
249,69,97,black
89,243,235,black
144,253,254,black
117,46,132,white
250,124,112,black
188,68,175,black
131,120,73,black
7,163,20,black
3,147,105,black
34,147,53,black
184,11,250,white
10,31,150,white
37,200,202,black
200,95,144,black
86,132,25,black
74,7,142,white
25,31,163,white
1,91,0,white
201,169,205,black
182,221,26,black
184,6,53,white
207,6,149,white
74,58,123,white
206,148,250,black
207,183,201,black
165,224,209,black
241,9,131,black
8,163,173,black
63,97,189,white
244,225,118,black
218,137,4,black
235,77,195,black
129,150,7,black
18,22,68,white
192,61,8,white
189,103,132,black
112,156,250,black
168,239,78,black
128,48,249,white
209,114,22,black
207,214,172,black
4,183,44,black
140,70,63,white
132,42,204,white
46,112,97,white
51,88,150,white
203,187,99,black
1,185,106,black
94,46,199,white
212,13,164,white
177,145,161,black
113,61,153,white
156,54,127,white
27,72,96,white
53,25,10,white
81,26,71,white
94,108,83,white
0,52,28,white
185,54,246,black
252,154,117,black
58,78,112,white
3,0,19,white
95,177,162,black
220,153,240,black
108,54,239,white
179,240,41,black
20,191,23,black
244,44,168,black
190,179,25,black
166,140,166,black
133,47,144,white
20,83,62,white
174,220,91,black
114,181,190,black
195,244,161,black
29,88,217,white
211,123,242,black
144,196,107,black
68,128,115,white
5,212,223,black
229,231,110,black
93,104,76,white
109,28,140,white
96,39,180,white
91,2,206,white
88,21,90,white
156,176,214,black
80,24,79,white
79,94,25,white
78,14,23,white
18,54,100,white
204,153,80,black
254,13,242,black
195,40,0,white
240,190,197,black
25,241,44,black
57,16,14,white
242,70,215,black
16,112,55,white
25,240,236,black
101,198,62,black
219,252,130,black
172,141,13,black
128,215,97,black
240,117,155,black
134,89,132,white
26,31,38,white
124,41,137,white
71,17,32,white
197,175,97,black
55,76,19,white
182,65,113,white
70,69,19,white
202,33,39,white
99,196,19,black
199,43,196,white
186,98,155,black
180,67,89,white
110,92,249,white
21,61,25,white
49,231,159,black
178,176,217,black
230,12,34,white
192,192,215,black
210,227,158,black
177,47,207,white
34,245,49,black
17,161,169,black
150,191,5,black
217,177,148,black
173,75,69,white
177,191,73,black
30,77,247,white
105,45,11,white
223,125,191,black
7,33,52,white
126,228,166,black
163,38,201,white
134,32,58,white
27,251,85,black
54,50,208,white
202,44,137,white
152,161,244,black
110,92,188,white
140,125,51,black
36,220,100,black
237,71,27,black
167,70,62,white
132,33,27,white
56,113,243,black
248,80,184,black
166,112,253,black
173,244,96,black
57,230,179,black
155,102,135,black
218,7,244,black
189,220,254,black
117,174,107,black
16,133,42,white
232,190,59,black
25,39,106,white
69,184,230,black
181,71,74,white
67,23,112,white
215,137,169,black
43,215,95,black
161,225,187,black
252,53,75,black
71,252,239,black
71,229,66,black
250,253,151,black
56,181,93,black
221,187,132,black
5,197,142,black
38,184,128,black
7,252,30,black
230,83,38,black
102,46,179,white
245,142,245,black
190,38,52,white
215,177,169,black
119,224,198,black
32,181,184,black
60,176,133,black
49,238,145,black
235,47,28,black
113,36,8,white
187,219,75,black
66,208,113,black
14,68,250,white
73,172,45,black
86,239,167,black
176,243,65,black
117,52,61,white
188,77,170,black
37,27,26,white
9,223,1,black
90,170,77,black
22,252,92,black
128,84,103,white
8,62,204,white
16,18,189,white
95,44,161,white
207,131,156,black
95,241,2,black
111,117,84,white
96,240,165,black
29,110,16,white
115,166,65,black
222,25,70,white
